CATEGORY,MEDICINE,UNITPRICE,MONTH,Sales,lag_1,rolling_mean_3,Date,month,quarter
Bones & Joints,Abies Alba | UNDA Gemmo | 125 mL,45.5,April,2279,1250,1668.333333,4/1/2024,4,2
Nervous System,B12 Folate | Pure Encapsulations | 60 Capsules,32.3,August,2337,2320,1937.333333,8/1/2024,8,3
Nervous System,B12 Folate | Pure Encapsulations | 60 Capsules,32.3,September,1481,2337,1931.333333,9/1/2024,9,3
Nervous System,B12 Folate | Pure Encapsulations | 60 Capsules,32.3,October,2615,1481,2046,10/1/2024,10,4
Nervous System,B12 Folate | Pure Encapsulations | 60 Capsules,32.3,November,2498,2615,2144.333333,11/1/2024,11,4
Nervous System,B12 Folate | Pure Encapsulations | 60 Capsules,32.3,December,2103,2498,2198,12/1/2024,12,4
Nervous System,B6 Phosphate | Biotics Research® | 100 tablets,25.99,January,2513,2966,2693,1/1/2024,1,1
Nervous System,B6 Phosphate | Biotics Research® | 100 tablets,25.99,February,2627,2513,2659,2/1/2024,2,1
Nervous System,B6 Phosphate | Biotics Research® | 100 tablets,25.99,March,1109,2627,2702,3/1/2024,3,1
Nervous System,B6 Phosphate | Biotics Research® | 100 tablets,25.99,April,2996,1109,2083,4/1/2024,4,2
Nervous System,B6 Phosphate | Biotics Research® | 100 tablets,25.99,May,1273,2996,2244,5/1/2024,5,2
Nervous System,B6 Phosphate | Biotics Research® | 100 tablets,25.99,June,2597,1273,1792.666667,6/1/2024,6,2
Nervous System,B6 Phosphate | Biotics Research® | 100 tablets,25.99,July,1355,2597,2288.666667,7/1/2024,7,3
Nervous System,B6 Phosphate | Biotics Research® | 100 tablets,25.99,August,1947,1355,1741.666667,8/1/2024,8,3
Nervous System,B6 Phosphate | Biotics Research® | 100 tablets,25.99,September,1000,1947,1966.333333,9/1/2024,9,3
Nervous System,B6 Phosphate | Biotics Research® | 100 tablets,25.99,October,2064,1000,1434,10/1/2024,10,4
Nervous System,B6 Phosphate | Biotics Research® | 100 tablets,25.99,November,2537,2064,1670.333333,11/1/2024,11,4
Nervous System,B6 Phosphate | Biotics Research® | 100 tablets,25.99,December,2238,2537,1867,12/1/2024,12,4
Nervous System,B6 SAP | NFH | 60 Veg Capsules,34.99,January,1732,1644,2081.666667,1/1/2024,1,1
Nervous System,B6 SAP | NFH | 60 Veg Capsules,34.99,February,2568,1732,1971,2/1/2024,2,1
Nervous System,B6 SAP | NFH | 60 Veg Capsules,34.99,March,2703,2568,1981.333333,3/1/2024,3,1
Nervous System,B6 SAP | NFH | 60 Veg Capsules,34.99,April,1910,2703,2334.333333,4/1/2024,4,2
Nervous System,B6 SAP | NFH | 60 Veg Capsules,34.99,May,1364,1910,2393.666667,5/1/2024,5,2
Nervous System,B6 SAP | NFH | 60 Veg Capsules,34.99,June,2661,1364,1992.333333,6/1/2024,6,2
Nervous System,B6 SAP | NFH | 60 Veg Capsules,34.99,July,2116,2661,1978.333333,7/1/2024,7,3
Nervous System,B6 SAP | NFH | 60 Veg Capsules,34.99,August,1792,2116,2047,8/1/2024,8,3
Nervous System,B6 SAP | NFH | 60 Veg Capsules,34.99,September,2109,1792,2189.666667,9/1/2024,9,3
Nervous System,B6 SAP | NFH | 60 Veg Capsules,34.99,October,2854,2109,2005.666667,10/1/2024,10,4
Nervous System,B6 SAP | NFH | 60 Veg Capsules,34.99,November,2606,2854,2251.666667,11/1/2024,11,4
Nervous System,B6 SAP | NFH | 60 Veg Capsules,34.99,December,1863,2606,2523,12/1/2024,12,4
Nervous System,Baby's DHA | Nordic Naturals® | 60 mL (2 Oz),37.74,January,1187,1575,2345,1/1/2024,1,1
Nervous System,Baby's DHA | Nordic Naturals® | 60 mL (2 Oz),37.74,February,1076,1187,1789.333333,2/1/2024,2,1
Nervous System,Baby's DHA | Nordic Naturals® | 60 mL (2 Oz),37.74,March,2670,1076,1279.333333,3/1/2024,3,1
Nervous System,Baby's DHA | Nordic Naturals® | 60 mL (2 Oz),37.74,April,1149,2670,1644.333333,4/1/2024,4,2
Nervous System,Baby's DHA | Nordic Naturals® | 60 mL (2 Oz),37.74,May,2074,1149,1631.666667,5/1/2024,5,2
Nervous System,Baby's DHA | Nordic Naturals® | 60 mL (2 Oz),37.74,June,2064,2074,1964.333333,6/1/2024,6,2
Nervous System,Baby's DHA | Nordic Naturals® | 60 mL (2 Oz),37.74,July,1980,2064,1762.333333,7/1/2024,7,3
Nervous System,Baby's DHA | Nordic Naturals® | 60 mL (2 Oz),37.74,August,1588,1980,2039.333333,8/1/2024,8,3
Nervous System,Baby's DHA | Nordic Naturals® | 60 mL (2 Oz),37.74,September,1602,1588,1877.333333,9/1/2024,9,3
Nervous System,Baby's DHA | Nordic Naturals® | 60 mL (2 Oz),37.74,October,1999,1602,1723.333333,10/1/2024,10,4
Nervous System,Baby's DHA | Nordic Naturals® | 60 mL (2 Oz),37.74,November,1409,1999,1729.666667,11/1/2024,11,4
Nervous System,Baby's DHA | Nordic Naturals® | 60 mL (2 Oz),37.74,December,1222,1409,1670,12/1/2024,12,4
Nervous System,Bacopa Enlighten | AOR™ | 60 Capsules,32.5,January,2457,2827,2078.333333,1/1/2024,1,1
Nervous System,Bacopa Enlighten | AOR™ | 60 Capsules,32.5,February,2260,2457,2231,2/1/2024,2,1
Nervous System,Bacopa Enlighten | AOR™ | 60 Capsules,32.5,March,1700,2260,2514.666667,3/1/2024,3,1
Nervous System,Bacopa Enlighten | AOR™ | 60 Capsules,32.5,April,1503,1700,2139,4/1/2024,4,2
Nervous System,Bacopa Enlighten | AOR™ | 60 Capsules,32.5,May,2237,1503,1821,5/1/2024,5,2
Nervous System,Bacopa Enlighten | AOR™ | 60 Capsules,32.5,June,1453,2237,1813.333333,6/1/2024,6,2
Nervous System,Bacopa Enlighten | AOR™ | 60 Capsules,32.5,July,2901,1453,1731,7/1/2024,7,3
Nervous System,Bacopa Enlighten | AOR™ | 60 Capsules,32.5,August,1672,2901,2197,8/1/2024,8,3
Nervous System,Bacopa Enlighten | AOR™ | 60 Capsules,32.5,September,1989,1672,2008.666667,9/1/2024,9,3
Nervous System,Bacopa Enlighten | AOR™ | 60 Capsules,32.5,October,2801,1989,2187.333333,10/1/2024,10,4
Nervous System,Bacopa Enlighten | AOR™ | 60 Capsules,32.5,November,2174,2801,2154,11/1/2024,11,4
Nervous System,Bacopa Enlighten | AOR™ | 60 Capsules,32.5,December,1488,2174,2321.333333,12/1/2024,12,4
Nervous System,Basic B Complex | Thorne® | 60 Capsules,46,April,2849,2217,1885,4/1/2024,4,2
Nervous System,Basic B Complex | Thorne® | 60 Capsules,46,May,2239,2849,2483.333333,5/1/2024,5,2
Nervous System,Basic B Complex | Thorne® | 60 Capsules,46,June,2396,2239,2435,6/1/2024,6,2
Nervous System,Basic B Complex | Thorne® | 60 Capsules,46,July,2354,2396,2494.666667,7/1/2024,7,3
Nervous System,Basic B Complex | Thorne® | 60 Capsules,46,August,1167,2354,2329.666667,8/1/2024,8,3
Nervous System,Basic B Complex | Thorne® | 60 Capsules,46,September,2752,1167,1972.333333,9/1/2024,9,3
Nervous System,Basic B Complex | Thorne® | 60 Capsules,46,October,2181,2752,2091,10/1/2024,10,4
Nervous System,Basic B Complex | Thorne® | 60 Capsules,46,November,2691,2181,2033.333333,11/1/2024,11,4
Nervous System,Basic B Complex | Thorne® | 60 Capsules,46,December,2779,2691,2541.333333,12/1/2024,12,4
Nervous System,Benesom™ | Metagenics® | 60 Tablets,44.99,January,2155,1099,1990.333333,1/1/2024,1,1
Nervous System,Benesom™ | Metagenics® | 60 Tablets,44.99,February,2729,2155,1981.666667,2/1/2024,2,1
Nervous System,Benesom™ | Metagenics® | 60 Tablets,44.99,March,2940,2729,1994.333333,3/1/2024,3,1
Nervous System,Benesom™ | Metagenics® | 60 Tablets,44.99,April,2558,2940,2608,4/1/2024,4,2
Nervous System,Benesom™ | Metagenics® | 60 Tablets,44.99,May,2974,2558,2742.333333,5/1/2024,5,2
Nervous System,Benesom™ | Metagenics® | 60 Tablets,44.99,June,2597,2974,2824,6/1/2024,6,2
Nervous System,Benesom™ | Metagenics® | 60 Tablets,44.99,July,1542,2597,2709.666667,7/1/2024,7,3
Nervous System,Benesom™ | Metagenics® | 60 Tablets,44.99,August,2565,1542,2371,8/1/2024,8,3
Nervous System,Benesom™ | Metagenics® | 60 Tablets,44.99,September,2769,2565,2234.666667,9/1/2024,9,3
Nervous System,Benesom™ | Metagenics® | 60 Tablets,44.99,October,1208,2769,2292,10/1/2024,10,4
Nervous System,Benesom™ | Metagenics® | 60 Tablets,44.99,November,1330,1208,2180.666667,11/1/2024,11,4
Nervous System,Benesom™ | Metagenics® | 60 Tablets,44.99,December,2021,1330,1769,12/1/2024,12,4
Nervous System,Benfotiamine | AOR™ | 120 Capsules,48.11,January,1595,1088,1208.666667,1/1/2024,1,1
Nervous System,Benfotiamine | AOR™ | 120 Capsules,48.11,February,2130,1595,1337.666667,2/1/2024,2,1
Nervous System,Benfotiamine | AOR™ | 120 Capsules,48.11,March,1667,2130,1604.333333,3/1/2024,3,1
Nervous System,Benfotiamine | AOR™ | 120 Capsules,48.11,April,1365,1667,1797.333333,4/1/2024,4,2
Nervous System,Benfotiamine | AOR™ | 120 Capsules,48.11,May,2211,1365,1720.666667,5/1/2024,5,2
Nervous System,Benfotiamine | AOR™ | 120 Capsules,48.11,June,1223,2211,1747.666667,6/1/2024,6,2
Nervous System,Benfotiamine | AOR™ | 120 Capsules,48.11,July,2637,1223,1599.666667,7/1/2024,7,3
Nervous System,Benfotiamine | AOR™ | 120 Capsules,48.11,August,2636,2637,2023.666667,8/1/2024,8,3
Nervous System,Benfotiamine | AOR™ | 120 Capsules,48.11,September,1110,2636,2165.333333,9/1/2024,9,3
Nervous System,Benfotiamine | AOR™ | 120 Capsules,48.11,October,1189,1110,2127.666667,10/1/2024,10,4
Nervous System,Benfotiamine | AOR™ | 120 Capsules,48.11,November,1821,1189,1645,11/1/2024,11,4
Nervous System,Benfotiamine | AOR™ | 120 Capsules,48.11,December,2156,1821,1373.333333,12/1/2024,12,4
Nervous System,Bio-B Matrix B6 | Cytomatrix® | 60 Capsules,37.28,January,2848,2143,1717.666667,1/1/2024,1,1
Nervous System,Bio-B Matrix B6 | Cytomatrix® | 60 Capsules,37.28,February,2350,2848,2270.666667,2/1/2024,2,1
Nervous System,Bio-B Matrix B6 | Cytomatrix® | 60 Capsules,37.28,March,2332,2350,2447,3/1/2024,3,1
Nervous System,Bio-B Matrix B6 | Cytomatrix® | 60 Capsules,37.28,April,1093,2332,2510,4/1/2024,4,2
Nervous System,Bio-B Matrix B6 | Cytomatrix® | 60 Capsules,37.28,May,1214,1093,1925,5/1/2024,5,2
Nervous System,Bio-B Matrix B6 | Cytomatrix® | 60 Capsules,37.28,June,2839,1214,1546.333333,6/1/2024,6,2
Nervous System,Bio-B Matrix B6 | Cytomatrix® | 60 Capsules,37.28,July,1587,2839,1715.333333,7/1/2024,7,3
Nervous System,Bio-B Matrix B6 | Cytomatrix® | 60 Capsules,37.28,August,2923,1587,1880,8/1/2024,8,3
Nervous System,Bio-B Matrix B6 | Cytomatrix® | 60 Capsules,37.28,September,2297,2923,2449.666667,9/1/2024,9,3
Nervous System,Bio-B Matrix B6 | Cytomatrix® | 60 Capsules,37.28,October,1020,2297,2269,10/1/2024,10,4
Nervous System,Bio-B Matrix B6 | Cytomatrix® | 60 Capsules,37.28,November,1126,1020,2080,11/1/2024,11,4
Nervous System,Bio-B Matrix B6 | Cytomatrix® | 60 Capsules,37.28,December,2745,1126,1481,12/1/2024,12,4
Nervous System,Bio-B Matrix HP | Cytomatrix® | 90 Vegetable Capsules,32.25,April,1581,1694,2203.333333,4/1/2024,4,2
Nervous System,Bio-B Matrix HP | Cytomatrix® | 90 Vegetable Capsules,32.25,May,1499,1581,1910.666667,5/1/2024,5,2
Nervous System,Bio-B Matrix HP | Cytomatrix® | 90 Vegetable Capsules,32.25,June,2733,1499,1591.333333,6/1/2024,6,2
Nervous System,Bio-B Matrix HP | Cytomatrix® | 90 Vegetable Capsules,32.25,July,2500,2733,1937.666667,7/1/2024,7,3
Nervous System,Bio-B Matrix HP | Cytomatrix® | 90 Vegetable Capsules,32.25,August,2802,2500,2244,8/1/2024,8,3
Nervous System,Bio-B Matrix HP | Cytomatrix® | 90 Vegetable Capsules,32.25,September,2364,2802,2678.333333,9/1/2024,9,3
Nervous System,Bio-B Matrix HP | Cytomatrix® | 90 Vegetable Capsules,32.25,October,2522,2364,2555.333333,10/1/2024,10,4
Nervous System,Bio-B Matrix HP | Cytomatrix® | 90 Vegetable Capsules,32.25,November,2682,2522,2562.666667,11/1/2024,11,4
Nervous System,Bio-B Matrix HP | Cytomatrix® | 90 Vegetable Capsules,32.25,December,2044,2682,2522.666667,12/1/2024,12,4
Nervous System,Bio-B6 Forte | Vita Aid® | 84 Capsules,57.12,January,1277,2715,2639.666667,1/1/2024,1,1
Nervous System,Bio-B6 Forte | Vita Aid® | 84 Capsules,57.12,February,2387,1277,2224.666667,2/1/2024,2,1
Nervous System,Bio-B6 Forte | Vita Aid® | 84 Capsules,57.12,March,2017,2387,2126.333333,3/1/2024,3,1
Nervous System,Bio-B6 Forte | Vita Aid® | 84 Capsules,57.12,April,1431,2017,1893.666667,4/1/2024,4,2
Nervous System,Bio-B6 Forte | Vita Aid® | 84 Capsules,57.12,May,2204,1431,1945,5/1/2024,5,2
Nervous System,Bio-B6 Forte | Vita Aid® | 84 Capsules,57.12,June,2529,2204,1884,6/1/2024,6,2
Nervous System,Bio-B6 Forte | Vita Aid® | 84 Capsules,57.12,July,2761,2529,2054.666667,7/1/2024,7,3
Nervous System,Bio-B6 Forte | Vita Aid® | 84 Capsules,57.12,August,1236,2761,2498,8/1/2024,8,3
Nervous System,Bio-B6 Forte | Vita Aid® | 84 Capsules,57.12,September,2175,1236,2175.333333,9/1/2024,9,3
Nervous System,Bio-B6 Forte | Vita Aid® | 84 Capsules,57.12,October,2333,2175,2057.333333,10/1/2024,10,4
Nervous System,Bio-B6 Forte | Vita Aid® | 84 Capsules,57.12,November,2659,2333,1914.666667,11/1/2024,11,4
Nervous System,Bio-B6 Forte | Vita Aid® | 84 Capsules,57.12,December,2912,2659,2389,12/1/2024,12,4
Nervous System,Biotin 8 mg | Pure Encapsulations® | 120 Capsules,69.99,January,2958,1483,2158.333333,1/1/2024,1,1
Nervous System,Biotin 8 mg | Pure Encapsulations® | 120 Capsules,69.99,February,1715,2958,2366.666667,2/1/2024,2,1
Nervous System,Biotin 8 mg | Pure Encapsulations® | 120 Capsules,69.99,March,2750,1715,2052,3/1/2024,3,1
Nervous System,Biotin 8 mg | Pure Encapsulations® | 120 Capsules,69.99,April,1244,2750,2474.333333,4/1/2024,4,2
Nervous System,Biotin 8 mg | Pure Encapsulations® | 120 Capsules,69.99,May,2765,1244,1903,5/1/2024,5,2
Nervous System,Biotin 8 mg | Pure Encapsulations® | 120 Capsules,69.99,June,2417,2765,2253,6/1/2024,6,2
Nervous System,Biotin 8 mg | Pure Encapsulations® | 120 Capsules,69.99,July,1971,2417,2142,7/1/2024,7,3
Nervous System,Biotin 8 mg | Pure Encapsulations® | 120 Capsules,69.99,August,2798,1971,2384.333333,8/1/2024,8,3
Nervous System,Biotin 8 mg | Pure Encapsulations® | 120 Capsules,69.99,September,2396,2798,2395.333333,9/1/2024,9,3
Nervous System,Biotin 8 mg | Pure Encapsulations® | 120 Capsules,69.99,October,2063,2396,2388.333333,10/1/2024,10,4
Nervous System,Biotin 8 mg | Pure Encapsulations® | 120 Capsules,69.99,November,2030,2063,2419,11/1/2024,11,4
Nervous System,Biotin 8 mg | Pure Encapsulations® | 120 Capsules,69.99,December,2640,2030,2163,12/1/2024,12,4
Nervous System,Bisglycino-Mg | Vita Aid® | 112 Veg Caps,38,January,1548,2153,2082,1/1/2024,1,1
Nervous System,Bisglycino-Mg | Vita Aid® | 112 Veg Caps,38,February,2084,1548,1910.333333,2/1/2024,2,1
Nervous System,Bisglycino-Mg | Vita Aid® | 112 Veg Caps,38,March,2253,2084,1928.333333,3/1/2024,3,1
Nervous System,Bisglycino-Mg | Vita Aid® | 112 Veg Caps,38,April,1570,2253,1961.666667,4/1/2024,4,2
Nervous System,Bisglycino-Mg | Vita Aid® | 112 Veg Caps,38,May,1309,1570,1969,5/1/2024,5,2
Nervous System,Bisglycino-Mg | Vita Aid® | 112 Veg Caps,38,June,2431,1309,1710.666667,6/1/2024,6,2
Nervous System,Bisglycino-Mg | Vita Aid® | 112 Veg Caps,38,July,1755,2431,1770,7/1/2024,7,3
Nervous System,Bisglycino-Mg | Vita Aid® | 112 Veg Caps,38,August,1089,1755,1831.666667,8/1/2024,8,3
Nervous System,Bisglycino-Mg | Vita Aid® | 112 Veg Caps,38,September,1065,1089,1758.333333,9/1/2024,9,3
Nervous System,Bisglycino-Mg | Vita Aid® | 112 Veg Caps,38,October,1504,1065,1303,10/1/2024,10,4
Nervous System,Bisglycino-Mg | Vita Aid® | 112 Veg Caps,38,November,2153,1504,1219.333333,11/1/2024,11,4
Nervous System,Bisglycino-Mg | Vita Aid® | 112 Veg Caps,38,December,2553,2153,1574,12/1/2024,12,4
Nervous System,Brain Factors | Thorne® | 30 Capsules,33.99,January,1435,1193,1616.666667,1/1/2024,1,1
Nervous System,Brain Factors | Thorne® | 30 Capsules,33.99,February,1037,1435,1593.666667,2/1/2024,2,1
Nervous System,Brain Factors | Thorne® | 30 Capsules,33.99,March,2664,1037,1221.666667,3/1/2024,3,1
Nervous System,Brain Factors | Thorne® | 30 Capsules,33.99,April,2366,2664,1712,4/1/2024,4,2
Nervous System,Brain Factors | Thorne® | 30 Capsules,33.99,May,2806,2366,2022.333333,5/1/2024,5,2
Nervous System,Brain Factors | Thorne® | 30 Capsules,33.99,June,1978,2806,2612,6/1/2024,6,2
Nervous System,Brain Factors | Thorne® | 30 Capsules,33.99,July,1224,1978,2383.333333,7/1/2024,7,3
Nervous System,Brain Factors | Thorne® | 30 Capsules,33.99,August,2585,1224,2002.666667,8/1/2024,8,3
Nervous System,Brain Factors | Thorne® | 30 Capsules,33.99,September,1620,2585,1929,9/1/2024,9,3
Nervous System,Brain Factors | Thorne® | 30 Capsules,33.99,October,1760,1620,1809.666667,10/1/2024,10,4
Nervous System,Brain Factors | Thorne® | 30 Capsules,33.99,November,1181,1760,1988.333333,11/1/2024,11,4
Nervous System,Brain Factors | Thorne® | 30 Capsules,33.99,December,2413,1181,1520.333333,12/1/2024,12,4
Nervous System,Ca/Mg-Zyme Caps | Biotics Research® | 90 Capsules,66,January,1260,2635,1858.666667,1/1/2024,1,1
Nervous System,Ca/Mg-Zyme Caps | Biotics Research® | 90 Capsules,66,February,1950,1260,1692,2/1/2024,2,1
Nervous System,Ca/Mg-Zyme Caps | Biotics Research® | 90 Capsules,66,March,1468,1950,1948.333333,3/1/2024,3,1
Nervous System,Ca/Mg-Zyme Caps | Biotics Research® | 90 Capsules,66,April,1734,1468,1559.333333,4/1/2024,4,2
Nervous System,Ca/Mg-Zyme Caps | Biotics Research® | 90 Capsules,66,May,2368,1734,1717.333333,5/1/2024,5,2
Nervous System,Ca/Mg-Zyme Caps | Biotics Research® | 90 Capsules,66,June,2874,2368,1856.666667,6/1/2024,6,2
Nervous System,Ca/Mg-Zyme Caps | Biotics Research® | 90 Capsules,66,July,2063,2874,2325.333333,7/1/2024,7,3
Nervous System,Ca/Mg-Zyme Caps | Biotics Research® | 90 Capsules,66,August,2272,2063,2435,8/1/2024,8,3
Nervous System,Ca/Mg-Zyme Caps | Biotics Research® | 90 Capsules,66,September,1892,2272,2403,9/1/2024,9,3
Nervous System,Ca/Mg-Zyme Caps | Biotics Research® | 90 Capsules,66,October,2586,1892,2075.666667,10/1/2024,10,4
Nervous System,Ca/Mg-Zyme Caps | Biotics Research® | 90 Capsules,66,November,2195,2586,2250,11/1/2024,11,4
Nervous System,Ca/Mg-Zyme Caps | Biotics Research® | 90 Capsules,66,December,1164,2195,2224.333333,12/1/2024,12,4
Nervous System,Calm-Pro™ | Bioclinic® Naturals | 90 Chewable Tablets,78.75,January,2719,2590,2457,1/1/2024,1,1
Nervous System,Calm-Pro™ | Bioclinic® Naturals | 90 Chewable Tablets,78.75,February,2521,2719,2501.333333,2/1/2024,2,1
Nervous System,Calm-Pro™ | Bioclinic® Naturals | 90 Chewable Tablets,78.75,March,2178,2521,2610,3/1/2024,3,1
Nervous System,Calm-Pro™ | Bioclinic® Naturals | 90 Chewable Tablets,78.75,April,2022,2178,2472.666667,4/1/2024,4,2
Nervous System,Calm-Pro™ | Bioclinic® Naturals | 90 Chewable Tablets,78.75,May,2139,2022,2240.333333,5/1/2024,5,2
Nervous System,Calm-Pro™ | Bioclinic® Naturals | 90 Chewable Tablets,78.75,June,1004,2139,2113,6/1/2024,6,2
Nervous System,Calm-Pro™ | Bioclinic® Naturals | 90 Chewable Tablets,78.75,July,1035,1004,1721.666667,7/1/2024,7,3
Nervous System,Calm-Pro™ | Bioclinic® Naturals | 90 Chewable Tablets,78.75,August,1742,1035,1392.666667,8/1/2024,8,3
Nervous System,Calm-Pro™ | Bioclinic® Naturals | 90 Chewable Tablets,78.75,September,2290,1742,1260.333333,9/1/2024,9,3
Nervous System,Calm-Pro™ | Bioclinic® Naturals | 90 Chewable Tablets,78.75,October,1003,2290,1689,10/1/2024,10,4
Nervous System,Calm-Pro™ | Bioclinic® Naturals | 90 Chewable Tablets,78.75,November,1092,1003,1678.333333,11/1/2024,11,4
Nervous System,Calm-Pro™ | Bioclinic® Naturals | 90 Chewable Tablets,78.75,December,2178,1092,1461.666667,12/1/2024,12,4
Nervous System,CatecholaCalm™ | Designs for Health® | 90 Capsules,35.8,January,2821,1927,1340.666667,1/1/2024,1,1
Nervous System,CatecholaCalm™ | Designs for Health® | 90 Capsules,35.8,February,2590,2821,1946.666667,2/1/2024,2,1
Nervous System,CatecholaCalm™ | Designs for Health® | 90 Capsules,35.8,March,2634,2590,2446,3/1/2024,3,1
Nervous System,CatecholaCalm™ | Designs for Health® | 90 Capsules,35.8,April,1675,2634,2681.666667,4/1/2024,4,2
Nervous System,CatecholaCalm™ | Designs for Health® | 90 Capsules,35.8,May,1732,1675,2299.666667,5/1/2024,5,2
Nervous System,CatecholaCalm™ | Designs for Health® | 90 Capsules,35.8,June,1007,1732,2013.666667,6/1/2024,6,2
Nervous System,CatecholaCalm™ | Designs for Health® | 90 Capsules,35.8,July,2215,1007,1471.333333,7/1/2024,7,3
Nervous System,CatecholaCalm™ | Designs for Health® | 90 Capsules,35.8,August,1937,2215,1651.333333,8/1/2024,8,3
Nervous System,CatecholaCalm™ | Designs for Health® | 90 Capsules,35.8,September,1218,1937,1719.666667,9/1/2024,9,3
Nervous System,CatecholaCalm™ | Designs for Health® | 90 Capsules,35.8,October,2659,1218,1790,10/1/2024,10,4
Nervous System,CatecholaCalm™ | Designs for Health® | 90 Capsules,35.8,November,1858,2659,1938,11/1/2024,11,4
Nervous System,CatecholaCalm™ | Designs for Health® | 90 Capsules,35.8,December,1875,1858,1911.666667,12/1/2024,12,4
Nervous System,Cenitol™ | Metagenics® | 7.8 Oz,39.6,January,2097,2105,2207.333333,1/1/2024,1,1
Nervous System,Cenitol™ | Metagenics® | 7.8 Oz,39.6,February,2719,2097,2020,2/1/2024,2,1
Nervous System,Cenitol™ | Metagenics® | 7.8 Oz,39.6,March,1619,2719,2307,3/1/2024,3,1
Nervous System,Cenitol™ | Metagenics® | 7.8 Oz,39.6,April,2119,1619,2145,4/1/2024,4,2
Nervous System,Cenitol™ | Metagenics® | 7.8 Oz,39.6,May,2530,2119,2152.333333,5/1/2024,5,2
Nervous System,Cenitol™ | Metagenics® | 7.8 Oz,39.6,June,1434,2530,2089.333333,6/1/2024,6,2
